Temperaturlogger wurde am 01.12.2022 um 16:59:45 gestartet.;;;;
Zeitstempel;Sensor 1 [°C];Sensor 2 [°C];Sensor 3 [°C];Sensor 4 [°C]
05.12.2022 06:03:09;34,951;18,386;16,027;19,323
05.12.2022 06:06:09;34,443;18,487;16,06;19,289
05.12.2022 06:09:09;35,087;18,319;15,959;19,289
05.12.2022 06:12:09;35,019;18,454;15,993;19,289
05.12.2022 06:15:09;35,833;18,454;15,993;19,289
05.12.2022 06:18:09;34,205;18,218;15,926;19,289
05.12.2022 06:21:09;34,137;18,386;15,926;19,256
05.12.2022 06:24:09;34,409;18,218;15,926;19,255
05.12.2022 06:27:09;34,646;18,555;15,926;19,255
05.12.2022 06:30:09;34,714;18,15;15,892;19,255
05.12.2022 06:33:09;35,596;18,251;15,926;19,256
05.12.2022 06:36:09;34,68;18,251;15,892;19,222
05.12.2022 06:39:09;34,782;18,251;15,926;19,222
05.12.2022 06:42:09;35,562;18,42;15,892;19,222
05.12.2022 06:45:09;35,155;18,218;15,892;19,222
05.12.2022 06:48:09;34,917;18,251;15,892;19,222
05.12.2022 06:51:09;34,883;18,251;15,892;19,222
05.12.2022 06:54:09;35,698;18,352;15,892;19,188
05.12.2022 06:57:09;35,392;18,083;15,858;19,222
05.12.2022 07:00:09;34,714;18,116;15,858;19,222
05.12.2022 07:03:09;35,053;18,251;15,791;19,188
05.12.2022 07:06:09;35,223;18,184;15,825;19,222
05.12.2022 07:09:09;34,239;18,218;15,791;19,188
05.12.2022 07:12:09;35,46;18,521;15,825;19,222
05.12.2022 07:15:09;34,51;18,487;15,825;19,188
05.12.2022 07:18:09;34,782;18,487;15,791;19,188
05.12.2022 07:21:09;35,901;18,319;15,825;19,188
05.12.2022 07:24:09;35,257;18,352;15,791;19,154
05.12.2022 07:27:09;34,782;18,386;15,757;19,154
05.12.2022 07:30:09;35,087;18,555;15,791;19,154
05.12.2022 07:33:09;34,816;18,352;15,825;19,12
05.12.2022 07:36:09;34,476;18,319;15,791;19,154
05.12.2022 07:39:09;36,105;18,521;15,723;19,154
05.12.2022 07:42:09;36,444;18,42;15,757;19,154
05.12.2022 07:45:09;34,985;18,656;15,724;19,12
05.12.2022 07:48:09;35,324;18,319;15,757;19,154
05.12.2022 07:51:09;33,968;18,555;15,757;19,154
05.12.2022 07:54:09;33,696;18,352;15,757;19,154
05.12.2022 07:57:09;34,443;18,386;15,757;19,12
05.12.2022 08:00:09;34,239;18,555;15,791;19,154
05.12.2022 08:03:09;33,968;18,622;15,791;19,154
05.12.2022 08:06:09;35,358;18,588;15,757;19,154
05.12.2022 08:09:09;35,019;18,454;15,791;19,154
05.12.2022 08:12:09;34,917;18,757;15,791;19,154
05.12.2022 08:15:09;33,324;18,588;15,724;19,154
05.12.2022 08:18:09;34,68;18,622;15,825;19,154
05.12.2022 08:21:09;35,257;18,251;15,791;19,154
05.12.2022 08:24:09;34,307;18,487;15,757;19,154
05.12.2022 08:27:09;34,002;18,218;15,791;19,154
05.12.2022 08:30:09;34,646;18,555;15,791;19,154
05.12.2022 08:33:09;35,63;18,487;15,825;19,154
05.12.2022 08:36:09;34,714;18,454;15,791;19,154
05.12.2022 08:39:09;35,121;18,454;15,825;19,12
05.12.2022 08:42:09;34,443;18,386;15,858;19,154
05.12.2022 08:45:09;34,714;18,454;15,892;19,154
05.12.2022 08:48:09;35,155;18,454;15,858;19,154
05.12.2022 08:51:09;34,646;18,555;15,892;19,154
05.12.2022 08:54:09;35,732;18,521;15,892;19,154
05.12.2022 08:57:09;35,63;18,521;15,926;19,154
05.12.2022 09:00:09;34,917;18,285;15,858;19,154
05.12.2022 09:03:09;35,189;18,487;15,858;19,154
05.12.2022 09:06:09;34,883;18,656;15,892;19,12
05.12.2022 09:09:09;35,019;18,588;15,926;19,12
05.12.2022 09:12:09;34,85;18,454;15,926;19,154
05.12.2022 09:15:09;34,748;18,555;15,892;19,154
05.12.2022 09:18:09;34,544;18,352;15,926;19,12
05.12.2022 09:21:09;35,596;18,622;15,926;19,12
05.12.2022 09:24:09;35,053;18,555;15,993;19,12
05.12.2022 09:27:09;34,782;18,656;15,926;19,12
05.12.2022 09:30:09;35,121;18,521;15,993;19,12
05.12.2022 09:33:09;35,053;18,487;15,959;19,12
05.12.2022 09:36:09;35,392;18,521;15,926;19,12
05.12.2022 09:39:09;34,816;18,555;15,993;19,154
05.12.2022 09:42:09;34,951;18,791;15,959;19,154
05.12.2022 09:45:09;34,883;18,69;15,993;19,154
05.12.2022 09:48:09;35,257;18,825;15,993;19,154
05.12.2022 09:51:09;35,29;18,791;16,027;19,188
05.12.2022 09:54:09;34,883;18,454;16,094;19,188
05.12.2022 09:57:09;34,985;18,723;16,027;19,154
05.12.2022 10:00:09;34,951;18,791;16,027;19,188
05.12.2022 10:03:09;34,985;18,555;16,06;19,188
05.12.2022 10:06:09;34,985;18,69;16,06;19,154
05.12.2022 10:09:09;35,732;18,656;16,06;19,188
05.12.2022 10:12:09;34,137;18,656;16,128;19,188
05.12.2022 10:15:09;34,239;18,926;16,195;19,222
05.12.2022 10:18:09;34,612;19,061;16,195;19,222
05.12.2022 10:21:09;34,069;19,128;16,161;19,289
05.12.2022 10:24:09;34,917;18,926;16,162;19,289
05.12.2022 10:27:09;34,951;19,094;16,195;19,289
05.12.2022 10:30:09;35,392;19,094;16,162;19,289
05.12.2022 10:33:09;34,917;18,993;16,161;19,289
05.12.2022 10:36:09;35,189;18,959;16,094;19,255
05.12.2022 10:39:09;34,85;18,959;16,128;19,289
